Тэг;Дата;Коммит;Сообщение
"v0.0.4",""2025-07-20",""85df592",""обновлена инструкция"
"v0.0.3",""2025-07-20",""95c07e4",""добавлена директория datasheet с файлами"
"v0.0.2",""2025-07-20",""9df5bf1",""пересобран скрипт generate_components.sh"
"v0.0.1",""2025-07-20",""be491c3",""первая заливка"
